지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
156,2024-09-06,26.6,24.4,2256,30,1502,2.6,4.1,1851,5.5,1837,5.6,5.4,200,1840,3.5,200,1836,.9,791,23.2,61,1505,82.4,28.4,1003.4,1013.2,2346,1009.3,100,1011.4,12.7,.6,1400,1.75,8.14,,,,,,9,7,30.2,25.7,,,,,,,,,,1.6,2.2,,
156,2024-09-07,25.5,24.4,1300,28.6,1234,5.17,1.4,1256,2.8,1247,6.3,7.2,230,1255,3.5,230,1258,.6,561,23.8,79,1238,90.8,29.5,1005.9,1014.8,2313,1013,253,1013.9,12.7,.3,1200,1.19,6.55,,,,,,8.6,7,27.7,25.1,,,,,,,,,,1.3,1.8,,
156,2024-09-08,27.2,23.1,530,32.5,1436,,,,,,,4.7,270,1358,2.4,270,1429,.7,627,21.7,48,1418,74.3,26,1005.7,1015.3,636,1011.7,1633,1013.7,12.7,9.5,1200,3.19,22.89,,,,,,2.3,2.3,30.3,23.6,,,,,,,,,,4.6,6.5,,
156,2024-09-09,28.1,23.7,453,32.9,1417,,,,,,,4.5,230,1758,3.1,200,1800,.6,510,22.8,53,1420,74.1,27.8,1005,1014.2,852,1011.1,1551,1012.9,12.6,5.6,1000,2.35,13.55,,,,,,2,2,29.8,23.9,,,,,,,,,,2.6,3.7,,
156,2024-09-10,28.9,24.4,426,33.9,1611,,,,,,,5.5,140,1833,3.3,180,1834,1.2,1012,22.8,53,1149,71.4,27.8,1005.3,1014.4,2357,1011.5,1511,1013.2,12.6,8,1100,2.88,16.57,,,,,,1.5,1.5,29.8,24.4,,,,,,,,,,3.1,4.4,,
156,2024-09-11,28.3,26.1,2400,31.9,1418,2.28,.1,,.1,,.1,6.2,180,1909,3.4,200,1607,1.2,1052,23.8,59,1424,76.9,29.4,1007.8,1016.9,2150,1014.3,1,1015.7,12.6,1.5,1400,2.06,12.3,,,,,,9.1,6.5,31.3,25.5,,,,,,,,,,2.5,3.5,,
156,2024-09-12,29,25.7,408,34.1,1439,.08,0,,0,,0,6.6,230,1456,4,200,1446,1.3,1133,23.8,50,1357,74.5,29.5,1006.7,1016.5,1,1013,1522,1014.6,12.5,6.7,1300,3.2,18.74,,,,,,7.3,1.9,34,23.6,,,,,,,,,,4,5.7,,
156,2024-09-13,29.2,25,626,34.5,1446,,,,,,,4.8,200,1315,2.7,230,1523,.8,731,23.2,47,1454,71.6,28.5,1001.9,1013.2,1,1007.3,1633,1009.7,12.5,9.8,1300,3.08,21.67,,,,,,4.5,3.1,35.3,22.2,,,,,,,,,,4.1,5.9,,
156,2024-09-14,29.2,24.6,610,34.8,1517,,,,,,,3.8,20,1734,2,50,2011,.8,656,23,45,1525,70.9,28.1,998.4,1008.1,1,1003.8,1634,1006.3,12.4,10.8,1300,3.07,22,,,,,,.8,.8,35.9,22.2,,,,,,,,,,4.2,6,,
156,2024-09-15,29.6,24.9,542,35.7,1519,,,,,,,6.5,230,1537,3.6,200,1545,1.2,996,23.6,46,1344,71.6,29.1,1000.8,1011.8,2353,1006.7,17,1008.6,12.4,8.7,1200,3,20.7,,,,,,3.8,2,35.7,21.9,,,,,,,,,,4,5.7,,
156,2024-09-16,28.3,25.5,610,30.8,1625,.47,.6,1013,.6,,.6,7.1,70,857,3.3,70,858,1.4,1208,23.6,69,1352,76,29.1,1006.3,1016.3,2316,1011.5,38,1014.2,12.4,.1,1200,1.02,7.35,,,,,,7.6,4.4,29.7,23.3,,,,,,,,,,1.7,2.4,,
156,2024-09-17,29,25.4,2359,35.7,1458,1.87,1.5,1946,2,1933,2.2,8.3,250,1609,3.8,200,1601,.9,806,24.1,49,1500,77.1,30.1,1006.8,1016.2,733,1012.5,1524,1014.7,12.3,6.9,1100,2.74,16.99,,,,,,3.6,3,35.3,23.8,,,,,,,,,,3.2,4.6,,
156,2024-09-18,29,24.6,220,35.2,1512,,,,,,,7.6,180,1522,4.3,200,1550,.9,800,24.2,54,1515,76.4,30.1,1006,1015.4,2206,1011.9,1527,1013.9,12.3,7.2,1000,2.65,16.75,,,,,,4,3.5,32.5,23.7,,,,,,,,,,3.2,4.6,,
156,2024-09-19,29.9,24.7,612,35.8,1312,.5,0,,0,,0,7.5,230,2307,4,200,1424,1.5,1270,22.7,43,1515,67.6,27.6,1005.9,1015.5,810,1012.1,1624,1013.8,12.3,10.8,1200,3.08,21.34,,,,,,4.1,1.5,35.2,22.7,,,,,,,,,,4.4,6.3,,
156,2024-09-20,25.9,23.6,539,28.6,337,15.08,11.8,528,23.4,516,87.1,12.4,200,526,4.9,200,534,1.4,1214,24.3,75,346,91.5,30.5,1002.5,1013.9,1,1008.2,2351,1010.4,12.2,.4,1400,1.25,6.31,,,,,,9.9,6.5,28,23.7,,,,,,,,,,1.2,1.7,,
156,2024-09-21,24.5,21.7,2351,26,933,16.98,9.9,543,15.8,521,60.2,11.1,230,346,4.9,200,1030,1.7,1503,23.6,91,1252,95.1,29.2,997.3,1008.2,1,1000.6,1721,1005.2,12.2,0,1300,.71,3.52,,,,,,10,6.5,26.6,22.2,,,,,,,,,,.8,1.1,,
156,2024-09-22,21.1,20,726,22.7,1337,20.65,2.4,1749,5.6,1718,16.9,4.9,70,1724,1.7,70,1732,.4,355,20.2,89,1135,95,23.7,1003,1015,2343,1006.2,3,1011.2,12.2,0,1300,.83,5.62,,,,,,10,9.6,24.7,21.1,,,,,,,,,,1,1.4,,
156,2024-09-23,21.4,18.7,2353,26.5,1550,2.65,.9,233,1.5,215,2.4,5.6,180,1842,3.1,200,1843,1.4,1211,17.3,56,1555,78.6,19.8,1008.4,1018,926,1015,1,1016.5,12.1,3.9,1400,2.22,13.17,,,,,,7.8,5,25.1,17.8,,,,,,,,,,2.9,4.1,,
156,2024-09-24,21.8,16,438,26.8,1341,,,,,,,4.9,70,508,2.6,70,557,1.1,938,15.7,51,1255,69.1,18,1007.6,1017.5,108,1013.7,1622,1015.7,12.1,8.2,1100,2.83,18.44,,,,,,6.4,1.8,24.3,15.1,,,,,,,,,,3.1,4.4,,
156,2024-09-25,23.8,18.4,632,29.5,1504,,,,,,,5.9,200,1355,3.4,200,1402,1,899,17.7,45,1431,70.4,20.2,1006,1015.7,934,1011.9,1419,1014.1,12,8.6,1200,3.09,19.62,,,,,,2.6,1.9,26.1,16.3,,,,,,,,,,3.5,5,,
156,2024-09-26,24.4,20.4,617,28.2,1210,,,,,,,4,340,1534,2.3,200,1219,.6,540,19.5,56,1216,75.3,22.6,1005.4,1015,1007,1011.6,1515,1013.4,12,6.4,1100,2.31,16.03,,,,,,5.1,1.5,26.1,18.5,,,,,,,,,,2.7,3.9,,
156,2024-09-27,23.5,19.6,616,28.7,1458,,,,,,,4.9,50,1150,2.7,50,1354,1.1,930,17.3,43,1517,70.8,19.8,1005.3,1014.6,845,1011.6,1441,1013.4,12,10.5,1300,3,20.68,,,,,,2.6,.5,26.4,17.2,,,,,,,,,,3.6,5.2,,
156,2024-09-28,23.7,19.6,628,29.3,1451,,,,,,,5.2,50,835,3.2,70,842,1.3,1108,18.2,52,1452,72.6,20.9,1008.6,1019.1,2248,1014.4,32,1016.7,11.9,5.7,1000,2.54,13.26,,,,,,2.6,1.5,25.1,17.8,,,,,,,,,,2.6,3.8,,
156,2024-09-29,23.3,19.1,657,29.1,1441,,,,,,,6.8,70,1638,3.2,70,625,1.9,1660,16.4,47,1451,66.8,18.7,1010.6,1020.5,732,1016.8,1443,1018.7,11.9,7.3,1200,3.04,17.68,,,,,,2.6,1.5,25.3,16.6,,,,,,,,,,3.5,5,,
156,2024-09-30,22.8,17.3,626,28.6,1503,,,,,,,4,50,401,2.3,70,624,1.2,1023,14.3,35,1526,60.9,16.3,1007.6,1019,8,1013,1725,1015.7,11.9,10.7,1100,3.03,21.64,,,,,,1,.3,26,14.6,,,,,,,,,,3.8,5.4,,
156,2024-10-01,19.8,17.6,2345,25.9,1032,3.58,0,,0,,0,8.7,50,2358,4.2,50,2400,1.5,1271,13.9,54,2157,69.4,16.1,1004.8,1016.1,2233,1011,1403,1012.9,11.8,3.5,1000,2.42,10.09,,,,,,6.4,4.6,22.2,15,,,,,,,,,,2.3,3.2,,
156,2024-10-02,16.4,13.5,2338,20.6,1413,,,,,,,9.4,70,1054,4.6,50,7,2.5,2166,5.8,31,1506,51.3,9.3,1009.8,1021.1,2330,1015.2,332,1018.1,11.8,7.6,1200,3.15,18.46,,,,,,5.8,1,21.7,10.3,,,,,,,,,,3.6,5.2,,
156,2024-10-03,14.2,12.6,2345,16.5,1546,6.47,.7,1121,1,1720,2.7,7.2,90,1951,3.7,70,1848,1.4,1230,10.2,50,519,78.6,12.7,1012.8,1022.7,1046,1019.8,413,1021.2,11.8,0,1300,.91,4.96,,,,,,7.4,4.1,17,10.4,,,,,,,,,,.9,1.3,,
156,2024-10-04,17.4,10.5,715,24.4,1457,,,,,,,5.4,50,1004,2.8,70,1051,1,837,11.5,45,1450,70.5,13.5,1015.2,1024.8,839,1022,1,1023.5,11.7,10.5,1200,3.02,21.11,,,,,,.3,.3,20.9,8.3,,,,,,,,,,3.2,4.6,,
156,2024-10-05,18.5,12.9,643,24.6,1433,,,,,,,4.5,50,1446,2,50,948,.6,499,12.4,42,1630,69.5,14.4,1014.2,1024.3,733,1020.5,1411,1022.5,11.7,10.2,1100,2.62,19.32,,,,,,3.3,.1,21.4,9.1,,,,,,,,,,2.9,4.2,,
156,2024-10-06,16.9,14.4,2205,20.6,1150,4.67,.5,1530,2,1515,4.2,4.4,20,1303,2.8,50,950,.8,706,13.7,66,1047,82.1,15.7,1012.2,1021.9,1,1019.1,1259,1020.5,11.6,.4,900,1.2,6.02,,,,,,9.6,6,18.4,11.9,,,,,,,,,,1,1.5,,
156,2024-10-07,16.7,13.6,703,19.9,1418,6.7,.4,312,1.2,258,2.4,3.7,50,831,2.2,50,839,.7,643,13.3,61,1519,80.9,15.3,1009.8,1019.7,912,1016.2,1509,1018.1,11.6,0,1200,1.26,8.12,,,,,,10,9.1,19.1,12.5,,,,,,,,,,1.3,1.8,,
156,2024-10-08,17.8,13.4,658,23.5,1444,,,,,,,4.7,290,1723,2.3,290,1731,.8,651,13.4,52,1449,76.8,15.4,1008.5,1018.1,908,1015.1,1442,1016.8,11.6,6.9,1000,2.32,15.38,,,,,,2.4,1.6,18.6,10.4,,,,,,,,,,2.4,3.5,,
156,2024-10-09,18.9,13.6,622,24.2,1325,2.8,.7,2150,2.2,2148,2.9,3.8,20,1324,2.2,20,1330,.7,617,13.6,47,1327,73.5,15.7,1007.6,1017.7,900,1013.7,1636,1015.8,11.5,6.5,1100,2.53,15.35,,,,,,6,3.1,19.3,9.6,,,,,,,,,,2.3,3.3,,
156,2024-10-10,19,16,311,24.6,1458,2.5,.7,122,2.7,104,3.4,5.3,230,1600,2.1,250,1504,.9,758,14.7,49,1426,77.9,16.7,1007.3,1016.6,2242,1013.6,1500,1015.5,11.5,6.7,1100,2.41,15.94,,,,,,5,4.5,21.5,12.6,,,,,,,,,,2.5,3.6,,
156,2024-10-11,18.9,13.7,609,25,1534,,,,,,,3.4,200,1241,2.2,230,1410,.7,592,12.4,36,1512,68.9,14.4,1010.2,1021.2,2311,1016.6,1,1018.4,11.5,10.2,1200,2.83,19.34,,,,,,0,0,19.4,9.3,,,,,,,,,,3.3,4.7,,
156,2024-10-12,19.1,14,628,25.5,1530,,,,,,,3.9,20,1006,2.2,20,1711,.7,631,12.1,36,1341,66.6,14.1,1014.5,1024.1,829,1021.1,1,1022.7,11.4,10.1,1200,2.77,18.66,,,,,,1.8,0,20.5,9.4,,,,,,,,,,3.4,4.8,,
156,2024-10-13,18.7,13.6,610,23.9,1301,,,,,,,3.5,180,1309,2.2,200,1312,.7,601,13,49,1435,70.8,15,1014.4,1024.7,908,1021,2354,1022.7,11.4,4.2,1000,2.48,12.94,,,,,,5.9,2.4,18.9,8.9,,,,,,,,,,2,2.9,,
156,2024-10-14,18.7,16.9,1947,22.5,1133,13.73,2.1,1935,8.3,1935,29.9,6.7,50,2040,4.4,50,2042,1.6,1373,15.6,70,1040,83,17.8,1010.6,1021.4,58,1016.8,2358,1018.8,11.4,0,900,1.01,5.12,,,,,,10,7,19.5,14.6,,,,,,,,,,1,1.4,,
156,2024-10-15,20.1,17.8,38,22.6,1337,2.97,.2,,.4,722,.7,2.7,50,217,1.4,360,226,.4,346,18.6,83,1339,91.9,21.5,1009.6,1020.3,2325,1015.8,408,1017.8,11.3,0,1100,.99,5.24,,,,,,9.4,5.9,20.9,15,,,,,,,,,,1,1.4,,
156,2024-10-16,20.8,16.9,631,26.7,1412,,,,,,,5.1,20,1304,3.1,20,1303,1.2,996,16.1,39,1514,76.9,18.3,1013.6,1023.2,922,1020.1,1,1021.8,11.3,8.5,1200,2.78,16.65,,,,,,7.1,1,21.4,13,,,,,,,,,,2.8,4,,
156,2024-10-17,20.1,17.2,553,25.9,1531,,,,,,,4.1,140,1628,2.5,160,1655,1,842,15.3,43,1414,75.8,17.4,1013.2,1024,926,1019.2,1915,1021.4,11.3,4.8,1300,2.52,13.44,,,,,,6.5,2,21.1,14,,,,,,,,,,2.4,3.4,,
156,2024-10-18,22.5,17.4,337,27.3,1448,3,2.2,2147,2.8,2144,3.4,10.5,180,1143,5.4,160,1144,1.9,1640,19.7,72,1451,84.6,23.2,1005.7,1019.6,1,1010.5,1519,1013.8,11.2,.7,1400,1.45,8.51,,,,,,9.1,6.8,23.2,14.2,,,,,,,,,,1.6,2.3,,
156,2024-10-19,19.4,15.7,2327,23,2,2.65,.3,120,.4,41,.4,8.6,20,1202,4.4,20,1206,1.8,1596,16.8,77,1127,85.1,19.4,1009.1,1024.7,2355,1011.1,317,1017.3,11.2,.4,1100,.71,4.41,,,,,,8.3,7.8,20.8,14.9,,,,,,,,,,1.4,2,,
156,2024-10-20,15,11,2359,20.4,1340,,,,,,,9.6,50,339,5.2,50,1416,3.2,2785,7.8,44,1247,63.3,10.6,1019.3,1029.7,937,1024.7,1,1027.7,11.1,9.3,1100,2.79,17.51,,,,,,5.1,2.1,17.6,7.5,,,,,,,,,,3,4.3,,
156,2024-10-21,16.1,10.7,302,20.8,1537,6.1,1.8,2323,8.2,2241,14.2,6.3,50,552,3.5,50,555,1.5,1315,12,62,1054,77.6,14.3,1014.6,1027.2,22,1020.7,1657,1023,11.1,.8,1100,1.7,8.99,,,,,,8.6,6.4,16.8,6.8,,,,,,,,,,1.4,2,,
156,2024-10-22,18.3,16,15,21,1326,16.65,1.6,306,6.3,1,33.3,6.7,290,2125,3.5,250,2132,1.2,1022,17.4,87,1431,94.6,19.9,1006.8,1021.1,1,1012.6,1507,1015.1,11.1,.1,1100,1.35,4.69,,,,,,10,7.5,19.5,15.9,,,,,,,,,,.9,1.3,,
156,2024-10-23,15,11.3,2248,18.5,1252,1.98,.1,,.1,,.1,6.5,320,150,2.8,250,120,1.5,1328,9.6,51,1349,70.9,12,1010.4,1021.4,2224,1014.3,1,1018.7,11.1,5.7,1300,2.5,12.64,,,,,,3.4,3.4,16.7,6.3,,,,,,,,,,2.2,3.2,,
156,2024-10-24,14.1,8.8,616,20.5,1430,,,,,,,7.9,20,1205,4.7,20,1209,2,1730,6.6,34,1237,63.5,9.8,1013.3,1023.5,2312,1019.4,1422,1021.7,11,10,1200,2.72,18.26,,,,,,0,0,13.8,3.8,,,,,,,,,,3.3,4.7,,
156,2024-10-25,15.1,8.7,650,20.6,1528,,,,,,,4.6,20,1405,2.9,20,1424,.8,721,10.5,57,1157,74.9,12.8,1015.5,1025.9,910,1022.3,1739,1023.9,11,5,1000,2.05,11.8,,,,,,4.9,0,13.9,3.9,,,,,,,,,,1.8,2.6,,
156,2024-10-26,17.7,12,652,24.6,1448,,,,,,,3.7,70,459,2.3,50,505,.7,629,12.8,49,1348,74.8,14.8,1012,1023.3,1,1017.3,1449,1020.4,10.9,9.8,1100,2.6,16.79,,,,,,1.4,.1,16.5,7.2,,,,,,,,,,2.6,3.7,,
156,2024-10-27,16.3,14.4,347,18.7,1321,5.68,.4,1547,.6,1511,.6,3.1,340,2210,1.5,50,112,.5,432,13.3,72,1322,83,15.3,1006.8,1019.2,48,1013,1452,1015.1,10.9,.1,1200,.98,5.39,,,,,,9.5,6.3,17,10.8,,,,,,,,,,.9,1.3,,
156,2024-10-28,16.3,12.9,614,19.5,1552,.03,0,,0,,0,3,20,1103,1.7,50,954,.5,401,12.2,59,1514,77.9,14.2,1006.5,1017.1,2302,1013.2,43,1014.8,10.9,3.7,1000,1.77,10.66,,,,,,7.5,5.1,17.4,8.8,,,,,,,,,,1.7,2.5,,
156,2024-10-29,17.1,14.3,657,21.3,1518,,,,,,,5.7,70,235,3.1,50,253,1.1,914,11.7,52,1428,71.8,13.8,1009.9,1020.4,2302,1016.8,14,1018.2,10.8,4.7,1100,1.94,12.09,,,,,,6.8,6.8,18.7,10,,,,,,,,,,1.9,2.7,,
156,2024-10-30,16.4,11.7,657,23.5,1453,,,,,,,6.6,50,1116,3,50,1117,1,879,10.9,39,1441,72.6,13,1013.8,1023.8,2220,1019.9,1,1022.2,10.8,9,1200,2.5,15.84,,,,,,1.1,.3,16.6,7.6,,,,,,,,,,2.8,4,,
156,2024-10-31,17.2,12.3,620,23.8,1340,,,,,,,5.3,50,737,3.1,50,738,1.1,965,11,46,1238,68.9,13.2,1014.3,1024.6,940,1020.3,1350,1022.6,10.8,6.7,1200,2.52,13.81,,,,,,7,1.1,16.4,8.1,,,,,,,,,,2.2,3.2,,
156,2024-11-01,14.6,13.6,1440,16.2,11,19.87,,,,,18.3,8.5,70,2026,5.4,50,2034,1.3,1081,13.3,79,10,92.3,15.3,1009.6,1022.9,747,1012.6,2347,1018,10.7,0,1100,.38,2.26,,,,,,10,6.8,15.7,13.4,,,,,,,,,,.6,.8,,
156,2024-11-02,17.6,14.4,543,23.4,1452,4.2,,,,,8,6.1,20,1014,2.9,20,1314,1.3,1137,14.6,61,1409,83.9,16.6,1008.6,1022.8,2342,1012.1,517,1016.9,10.7,4.8,1100,2.14,11.92,,,,,,5.1,3.9,18.5,11,,,,,,,,,,1.8,2.5,,
156,2024-11-03,17.1,12.7,656,22.8,1503,,,,,,,4.1,180,1153,2.1,200,1725,.6,489,11.9,48,1542,73.9,13.9,1014.2,1024.6,902,1020.8,1449,1022.5,10.7,8.7,1200,2.45,14.35,,,,,,.3,0,16.1,8.3,,,,,,,,,,2.2,3.1,,
156,2024-11-04,15,12.1,352,21,1442,2.12,,,,,.2,7.3,20,1508,3.8,20,1604,.9,764,10.3,41,1637,75,12.7,1013.4,1023.6,2338,1019.2,1438,1021.8,10.6,5.4,1200,2.03,9.66,,,,,,5.1,3.6,15.1,8.7,,,,,,,,,,1.8,2.6,,
156,2024-11-05,11.6,8,2357,15.9,1424,,,,,,,7.7,360,1716,4,20,1630,1.9,1616,2.8,43,1101,55.4,7.5,1014.2,1024.7,2306,1020.6,1436,1022.8,10.6,8.1,1200,2.48,15.35,,,,,,3.4,1.1,13.2,3.9,,,,,,,,,,2.9,4.1,,
156,2024-11-06,9.8,6.3,2352,14.7,1418,,,,,,,12.5,50,1115,4.9,20,1118,2.3,1998,-.2,30,1426,51.1,6,1018.2,1029.3,2222,1024.3,202,1026.8,10.6,9.6,1200,2.47,16.21,,,,,,.8,.8,9.8,1.3,,,,,,,,,,2.8,4,,
156,2024-11-07,10.3,3.7,722,17.4,1435,,,,,,,3.5,250,1457,2.1,50,8,.6,533,2.6,39,1548,61,7.4,1021,1031.4,926,1028.1,1639,1029.6,10.6,8.9,1200,2.43,15.08,,,,,,3.6,.5,9.3,-1.7,,,,,,,,,,2,2.9,,
156,2024-11-08,13.3,8.4,716,19,1357,,,,,,,3.6,200,1321,1.5,50,450,.5,438,8.2,54,1323,72.4,10.9,1019.4,1030.2,1,1026.1,1353,1027.9,10.5,6.4,1200,1.88,11.72,,,,,,6,2.6,13.1,4.5,,,,,,,,,,1.6,2.3,,
156,2024-11-09,14.2,8.8,646,20.4,1432,,,,,,,3.4,20,1306,1.7,20,1306,.5,400,9.2,49,1433,73.9,11.6,1017.5,1027.7,1,1024.3,1610,1025.9,10.5,7,1300,2.19,13.21,,,,,,5.1,.3,13.6,4.2,,,,,,,,,,2,2.8,,
156,2024-11-10,14.4,12,203,17.6,1525,1.07,,,,,0,4.2,50,543,2.3,50,550,.6,528,10.5,64,1219,77.8,12.7,1013.8,1025,1,1020.2,1448,1022.2,10.5,.5,1000,.83,5.19,,,,,,7.1,4.5,13.8,7.5,,,,,,,,,,.9,1.2,,
156,2024-11-11,14.8,9.1,610,21.9,1439,,,,,,,3.2,200,2011,1.9,180,1642,.6,515,9.1,37,1441,72.4,11.6,1011.9,1022.3,818,1017.6,1626,1020.3,10.4,9.3,1200,2.25,14.23,,,,,,0,0,13.7,4.5,,,,,,,,,,2.4,3.5,,
156,2024-11-12,14,10,655,19.8,1341,,,,,,,5.8,320,1720,2.4,290,1440,.8,728,9.5,54,1602,75.6,11.9,1012,1021.5,841,1018.7,1607,1020.4,10.4,8.6,1100,1.81,11.91,,,,,,1.5,.6,13.5,6,,,,,,,,,,1.8,2.6,,
156,2024-11-13,14.9,8.7,554,22,1508,,,,,,,4.9,140,1648,2.8,160,1717,.9,754,8.9,42,1514,69.8,11.5,1013.8,1023.4,908,1020.8,1521,1022.2,10.4,8.5,1200,2.24,13.32,,,,,,1,.5,13.4,4,,,,,,,,,,2.2,3.1,,
156,2024-11-14,14.9,11.3,613,18.6,1532,,,,,,,3.5,360,553,2.3,360,557,.9,737,10.3,59,1222,74.8,12.5,1012.4,1023.3,17,1018.4,1646,1020.8,10.4,1.9,1000,1.63,7.42,,,,,,7.1,6.6,13.8,7.2,,,,,,,,,,1.2,1.8,,
156,2024-11-15,16.2,13.6,534,20.2,1440,1.58,,,,,0,4.8,110,1623,3,140,1628,.8,714,11.7,61,1605,75.5,13.8,1009.7,1019.5,1,1016.5,1352,1018,10.3,.6,1300,1.17,6.09,,,,,,9.3,4.9,16.2,11.7,,,,,,,,,,1.2,1.7,,
156,2024-11-16,17.5,13.4,612,22.6,1359,.98,,,,,.3,5.2,230,1729,2.2,230,1517,.8,667,12.7,56,1353,74.3,14.8,1008.6,1019.2,152,1014.3,1449,1016.9,10.3,5.1,1300,1.67,9.97,,,,,,6.3,5.1,17.9,9.5,,,,,,,,,,1.8,2.6,,
156,2024-11-17,11.8,7.4,2400,17,1,,,,,,,11.3,360,2310,5.1,360,2213,2.7,2299,2.3,31,1417,53.8,7.8,1014.5,1028.8,2400,1016.7,1,1023,10.3,.6,1200,1.03,5.79,,,,,,8.1,6.5,12.5,6.2,,,,,,,,,,2.1,3.1,,
156,2024-11-18,5.5,2.7,2358,10.2,1500,,,,,,,13,340,812,6.5,340,814,3.3,2822,-10.1,16,1412,33.1,2.9,1022.6,1033.5,1020,1028.7,1,1031.4,10.3,9.3,1200,2.41,15.14,,,,,,.5,0,6.6,-3.6,,,,,,,,,,2.9,4.1,,
156,2024-11-19,7.7,1.6,400,13.3,1521,,,,,,,4.3,270,1758,2,20,1013,.5,475,-2,39,50,51,5.4,1020.7,1032.8,223,1026.9,1509,1029.4,10.2,4.4,1200,2.16,10.04,,,,,,7.4,5.3,8.8,-3.8,,,,,,,,,,1.5,2.1,,
156,2024-11-20,9.4,5.5,653,15.1,1357,,,,,,,8.2,360,1235,4.6,340,1243,1.7,1477,1.6,39,1209,59.6,6.9,1015.9,1027.1,12,1022.2,1502,1024.5,10.2,5.6,1100,2.14,11,,,,,,4.6,2.9,9.4,1.4,,,,,,,,,,1.9,2.7,,
156,2024-11-21,9.9,6.4,302,16.1,1443,,,,,,,6,230,1514,3.4,230,1518,.7,627,4.3,52,1638,69.3,8.3,1013.5,1023.7,915,1020.2,1457,1022.1,10.2,6.3,1200,2.02,10.12,,,,,,1.9,1.9,10,1.3,,,,,,,,,,1.6,2.3,,
156,2024-11-22,9,4.9,2325,13.6,1401,,,,,,,8.8,340,1035,3.9,340,1042,1.3,1145,2,39,1517,62.9,7.1,1015,1026.4,2400,1021.6,138,1023.6,10.2,8.7,1200,2.2,13.19,,,,,,1,1,9.8,-.8,,,,,,,,,,2,2.9,,
156,2024-11-23,6.9,2.3,709,12.7,1443,,,,,,,4.5,230,1642,2.2,160,1339,.6,493,-1.8,25,1518,56.1,5.4,1018.6,1029,2345,1025.6,141,1027.3,10.1,8.9,1200,2.19,13.12,,,,,,3.6,.9,7.3,-3.2,,,,,,,,,,1.8,2.6,,
156,2024-11-24,9.3,3.5,719,15.6,1504,,,,,,,2.9,230,1458,1.4,230,1507,.5,416,2.7,45,1248,64.8,7.5,1020.4,1030.8,911,1027.2,1503,1029.1,10.1,8.3,1200,2.07,12.31,,,,,,3,3,9,-1,,,,,,,,,,1.7,2.5,,
156,2024-11-25,12.2,6.6,730,17.4,1424,3.03,,,,,2.3,8.6,140,1552,4.5,140,1553,1.5,1313,6.1,44,1352,67.8,9.5,1014.7,1029.5,147,1013.3,2359,1023.2,10.1,6.9,1000,1.72,10.52,,,,,,5.8,2.1,10.9,1.4,,,,,,,,,,1.8,2.6,,
156,2024-11-26,9.6,6.9,2113,13.8,319,8.48,,,,,10.5,11.7,200,1324,6.3,230,1549,3.2,2791,3.1,44,1541,65.5,8.1,1007.5,1018.2,1823,1011.2,312,1016,10.1,1.9,1100,1.33,5.97,,,,,,9.3,8.1,9.9,6.5,,,,,,,,,,1.6,2.3,,
156,2024-11-27,4.6,1.8,952,7.3,1,17.62,,,,,4.7,12.9,230,1251,6.9,230,1505,2.6,2218,-.5,51,38,70.8,5.9,1006.9,1017.3,2,1013.3,1443,1015.6,10,1.4,1300,1.41,5.04,,,,,,9.1,7,6,.1,,,,,,,,,,.9,1.3,,
156,2024-11-28,6.2,2.8,418,9.5,1144,10.92,,,,,3.8,14.5,200,1205,7.6,230,1211,2.2,1935,.7,53,1520,68.5,6.4,1005.3,1016.9,18,1012,1439,1014,10,3,1000,1.45,6.34,,,,,,7.6,6.3,6.4,.3,,,,,,,,,,1,1.5,,
156,2024-11-29,4.6,2.5,418,6.9,1420,17.2,,,,,18.3,7.7,250,1528,3.9,230,32,1.2,1018,2.8,73,1452,88.8,7.5,1005.8,1016.5,2333,1012.6,1448,1014.5,10,.8,1400,.81,4.17,,,,,,9.3,7.9,6.4,2,,,,,,,,,,.5,.8,,
